фгфгфгфггфгфгфгхфгхёёёёёёёёё????/...>>>>><<<.......>>>>..,,ббббюююьторг!!!"""###****:::,,,...;;;((()))))___++|||\\|
888777ёёёЮЮЮЮЮЮЮ```````ЁЁЁЁЁЁёёёё2022-12-10 20:10:58,344 p=1981 u=zimnyakovrs n=ansible | ERROR! Invalid callback for stdout specified: yaml
      File "/usr/lib64/python3.9/sre_compile.py", line 764, in compile
        p = sre_parse.parse(p, flags)
      File "/usr/lib64/python3.9/sre_parse.py", line 948, in parse
        p = _parse_sub(source, state, flags & SRE_FLAG_VERBOSE, 0)
      File "/usr/lib64/python3.9/sre_parse.py", line 443, in _parse_sub
        itemsappend(_parse(source, state, verbose, nested + 1,
      File "/usr/lib64/python3.9/sre_parse.py", line 668, in _parse
        raise source.error("nothing to repeat",
    re.error: nothing to repeat at position 0
  msg: |-
    MODULE FAILURE
    See stdout/stderr for the exact error
  rc: 1
2022-12-10 20:38:10,613 p=4708 u=zimnyakovrs n=ansible | failed: [alt10] (item={'name': 'ansi@a8ansible', 'key': 'ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABgQCvkhmkG9kSeDFIjxD3mtEwYWlFgV+yvkdlC4cYlQP9vct70OElMsDqVNUtWcwH5rgmKgzCpzQkfx2C5NeW/I5lTHpsH9+ioJ0WSzf1TbePNLnI63F8Pr0L+0Lu8RI2cNVMBQ0r4pQkKzw3x77vs1++MyR+m50RMjgbYqsi5bxlNVWqXH/P1eNTMQKIC4XPMKc+WK4WeTafEHTAKHc6CMDDupG8TW93tT/O6gocSsQyvgnBwCJcuSd/OYI6SKVTARTs89JnBmDqbNph1b9nibZ41y6NysucYtGv91mHujLei9BoZddTxcj6CmyZ6xiMQvlpzo6j0IPw0G4EBn7QeKH3ur7HqvT0utgO938rV4PW9O2PLob7o85HDBMoe533dXbzhgJid0zpwa69KQbMyEcHG2bTMBlWGnUEJm90xlsq6McDaEd2gJjdkxv8ucWyjh/UwZ+WK6WqPt9TKFDRX5TM780ncbj8VWR1DdVkBiBDMrrFTA90wxaLS4mUSjwp1TM= ansi@a8ansible'}) => changed=false 
  ansible_loop_var: item
  item:
    key: ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABgQCvkhmkG9kSeDFIjxD3mtEwYWlFgV+yvkdlC4cYlQP9vct70OElMsDqVNUtWcwH5rgmKgzCpzQkfx2C5NeW/I5lTHpsH9+ioJ0WSzf1TbePNLnI63F8Pr0L+0Lu8RI2cNVMBQ0r4pQkKzw3x77vs1++MyR+m50RMjgbYqsi5bxlNVWqXH/P1eNTMQKIC4XPMKc+WK4WeTafEHTAKHc6CMDDupG8TW93tT/O6gocSsQyvgnBwCJcuSd/OYI6SKVTARTs89JnBmDqbNph1b9nibZ41y6NysucYtGv91mHujLei9BoZddTxcj6CmyZ6xiMQvlpzo6j0IPw0G4EBn7QeKH3ur7HqvT0utgO938rV4PW9O2PLob7o85HDBMoe533dXbzhgJid0zpwa69KQbMyEcHG2bTMBlWGnUEJm90xlsq6McDaEd2gJjdkxv8ucWyjh/UwZ+WK6WqPt9TKFDRX5TM780ncbj8VWR1DdVkBiBDMrrFTA90wxaLS4mUSjwp1TM= ansi@a8ansible
    name: ansi@a8ansible
  module_stderr: |-
    Shared connection to 192.168.0.86 closed.
  module_stdout: |2-
  
    Traceback (most recent call last):
      File "/home/ansi/.ansible/tmp/ansible-tmp-1670693890.2048655-4801-245672890487253/AnsiballZ_lineinfile.py", line 107, in <module>
        _ansiballz_main()
      File "/home/ansi/.ansible/tmp/ansible-tmp-1670693890.2048655-4801-245672890487253/AnsiballZ_lineinfile.py", line 99, in _ansiballz_main
        invoke_module(zipped_mod, temp_path, ANSIBALLZ_PARAMS)
      File "/home/ansi/.ansible/tmp/ansible-tmp-1670693890.2048655-4801-245672890487253/AnsiballZ_lineinfile.py", line 47, in invoke_module
        runpy.run_module(mod_name='ansible.modules.lineinfile', init_globals=dict(_module_fqn='ansible.modules.lineinfile', _modlib_path=modlib_path),
      File "/usr/lib64/python3.9/runpy.py", line 210, in run_module
        return _run_module_code(code, init_globals, run_name, mod_spec)
      File "/usr/lib64/python3.9/runpy.py", line 97, in _run_module_code
        _run_code(code, mod_globals, init_globals,
      File "/usr/lib64/python3.9/runpy.py", line 87, in _run_code
        exec(code, run_globals)
      File "/tmp/.private/root/ansible_ansible.builtin.lineinfile_payload_yhhlf1oo/ansible_ansible.builtin.lineinfile_payload.zip/ansible/modules/lineinfile.py", line 638, in <module>
      File "/tmp/.private/root/ansible_ansible.builtin.lineinfile_payload_yhhlf1oo/ansible_ansible.builtin.lineinfile_payload.zip/ansible/modules/lineinfile.py", line 628, in main
      File "/tmp/.private/root/ansible_ansible.builtin.lineinfile_payload_yhhlf1oo/ansible_ansible.builtin.lineinfile_payload.zip/ansible/modules/lineinfile.py", line 324, in present
      File "/usr/lib64/python3.9/re.py", line 252, in compile
        return _compile(pattern, flags)
      File "/usr/lib64/python3.9/re.py", line 304, in _compile
        p = sre_compile.compile(pattern, flags)
      File "/usr/lib64/python3.9/sre_compile.py", line 764, in compile
        p = sre_parse.parse(p, flags)
      File "/usr/lib64/python3.9/sre_parse.py", line 948, in parse
        p = _parse_sub(source, state, flags & SRE_FLAG_VERBOSE, 0)
      File "/usr/lib64/python3.9/sre_parse.py", line 443, in _parse_sub
        itemsappend(_parse(source, state, verbose, nested + 1,
      File "/usr/lib64/python3.9/sre_parse.py", line 668, in _parse
        raise source.error("nothing to repeat",
    re.error: nothing to repeat at position 0
  msg: |-
    MODULE FAILURE
    See stdout/stderr for the exact error
  rc: 1
2022-12-10 20:38:10,616 p=4708 u=zimnyakovrs n=ansible | PLAY RECAP *****************************************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:38:10,616 p=4708 u=zimnyakovrs n=ansible | alt10                      : ok=6    changed=2    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2022-12-10 20:48:56,216 p=4876 u=zimnyakovrs n=ansible | PLAY [Set timedatactl as Moscow] *******************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:48:56,229 p=4876 u=zimnyakovrs n=ansible | TASK [Gathering Facts] *****************************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:48:58,176 p=4876 u=zimnyakovrs n=ansible | ok: [alt10]
2022-12-10 20:48:58,200 p=4876 u=zimnyakovrs n=ansible | TASK [show date] ***********************************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:48:58,778 p=4876 u=zimnyakovrs n=ansible | changed: [alt10]
2022-12-10 20:48:58,793 p=4876 u=zimnyakovrs n=ansible | TASK [Add the user zimnyakovrs with a primary group of 'wheel'] ************************************************************************************************************************************************************************************************************************
2022-12-10 20:48:59,454 p=4876 u=zimnyakovrs n=ansible | ok: [alt10]
2022-12-10 20:48:59,467 p=4876 u=zimnyakovrs n=ansible | TASK [debug] ***************************************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:48:59,492 p=4876 u=zimnyakovrs n=ansible | ok: [alt10] => 
  authorized_keys_list:
  - key: ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDQeqVpOBQDP81RTPa/QK+FcWcPK6QLoeGKmDM/4D1GflHMVyJpIBrZK9VbImwDwKW19L8eAhRzhKr5ZNawanLbVQeCwXp8wNZXd3wL6o72jj7kKcoLrGGhw8oBETl03w2GkQ7hfUOQZBVJgYnx1hTDfQnWaeDfViWX2wJ2RLaq6QPu1xgElyntJ5kNCjcHyg2zzsrhvAWE2l1r7cjp9PedQUR8os3/91FFE80ABRfJ7D7M2FLZcmd6qyZfybiezwilAEjSsGlu5SCP+y9QHvYET9DVyGZQVY0MA9EEizGF0yFPsb/reJr1u+JAUBmE3rUmHm4Mzvem5tCyq+B+W/I1 rsa-key-20220922
    name: rsa-key-20220922
  - key: ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABgQCvkhmkG9kSeDFIjxD3mtEwYWlFgV+yvkdlC4cYlQP9vct70OElMsDqVNUtWcwH5rgmKgzCpzQkfx2C5NeW/I5lTHpsH9+ioJ0WSzf1TbePNLnI63F8Pr0L+0Lu8RI2cNVMBQ0r4pQkKzw3x77vs1++MyR+m50RMjgbYqsi5bxlNVWqXH/P1eNTMQKIC4XPMKc+WK4WeTafEHTAKHc6CMDDupG8TW93tT/O6gocSsQyvgnBwCJcuSd/OYI6SKVTARTs89JnBmDqbNph1b9nibZ41y6NysucYtGv91mHujLei9BoZddTxcj6CmyZ6xiMQvlpzo6j0IPw0G4EBn7QeKH3ur7HqvT0utgO938rV4PW9O2PLob7o85HDBMoe533dXbzhgJid0zpwa69KQbMyEcHG2bTMBlWGnUEJm90xlsq6McDaEd2gJjdkxv8ucWyjh/UwZ+WK6WqPt9TKFDRX5TM780ncbj8VWR1DdVkBiBDMrrFTA90wxaLS4mUSjwp1TM= ansi@a8ansible
    name: ansi\@a8ansible
2022-12-10 20:48:59,506 p=4876 u=zimnyakovrs n=ansible | TASK [Create a directory .ssh if it does not exist] ************************************************************************************************************************************************************************************************************************************
2022-12-10 20:49:00,089 p=4876 u=zimnyakovrs n=ansible | ok: [alt10]
2022-12-10 20:49:00,102 p=4876 u=zimnyakovrs n=ansible | TASK [Create authorized_keys] **********************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:49:00,559 p=4876 u=zimnyakovrs n=ansible | changed: [alt10]
2022-12-10 20:49:00,571 p=4876 u=zimnyakovrs n=ansible | TASK [Ensure keys are present] *********************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:49:01,169 p=4876 u=zimnyakovrs n=ansible | failed: [alt10] (item={'name': 'rsa-key-20220922', 'key': 'ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDQeqVpOBQDP81RTPa/QK+FcWcPK6QLoeGKmDM/4D1GflHMVyJpIBrZK9VbImwDwKW19L8eAhRzhKr5ZNawanLbVQeCwXp8wNZXd3wL6o72jj7kKcoLrGGhw8oBETl03w2GkQ7hfUOQZBVJgYnx1hTDfQnWaeDfViWX2wJ2RLaq6QPu1xgElyntJ5kNCjcHyg2zzsrhvAWE2l1r7cjp9PedQUR8os3/91FFE80ABRfJ7D7M2FLZcmd6qyZfybiezwilAEjSsGlu5SCP+y9QHvYET9DVyGZQVY0MA9EEizGF0yFPsb/reJr1u+JAUBmE3rUmHm4Mzvem5tCyq+B+W/I1 rsa-key-20220922'}) => changed=false 
  ansible_loop_var: item
  item:
    key: ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDQeqVpOBQDP81RTPa/QK+FcWcPK6QLoeGKmDM/4D1GflHMVyJpIBrZK9VbImwDwKW19L8eAhRzhKr5ZNawanLbVQeCwXp8wNZXd3wL6o72jj7kKcoLrGGhw8oBETl03w2GkQ7hfUOQZBVJgYnx1hTDfQnWaeDfViWX2wJ2RLaq6QPu1xgElyntJ5kNCjcHyg2zzsrhvAWE2l1r7cjp9PedQUR8os3/91FFE80ABRfJ7D7M2FLZcmd6qyZfybiezwilAEjSsGlu5SCP+y9QHvYET9DVyGZQVY0MA9EEizGF0yFPsb/reJr1u+JAUBmE3rUmHm4Mzvem5tCyq+B+W/I1 rsa-key-20220922
    name: rsa-key-20220922
  module_stderr: |-
    Shared connection to 192.168.0.86 closed.
  module_stdout: |2-
  
    Traceback (most recent call last):
      File "/home/ansi/.ansible/tmp/ansible-tmp-1670694540.6436212-4969-68783809476952/AnsiballZ_lineinfile.py", line 107, in <module>
        _ansiballz_main()
      File "/home/ansi/.ansible/tmp/ansible-tmp-1670694540.6436212-4969-68783809476952/AnsiballZ_lineinfile.py", line 99, in _ansiballz_main
        invoke_module(zipped_mod, temp_path, ANSIBALLZ_PARAMS)
      File "/home/ansi/.ansible/tmp/ansible-tmp-1670694540.6436212-4969-68783809476952/AnsiballZ_lineinfile.py", line 47, in invoke_module
        runpy.run_module(mod_name='ansible.modules.lineinfile', init_globals=dict(_module_fqn='ansible.modules.lineinfile', _modlib_path=modlib_path),
      File "/usr/lib64/python3.9/runpy.py", line 210, in run_module
        return _run_module_code(code, init_globals, run_name, mod_spec)
      File "/usr/lib64/python3.9/runpy.py", line 97, in _run_module_code
        _run_code(code, mod_globals, init_globals,
      File "/usr/lib64/python3.9/runpy.py", line 87, in _run_code
        exec(code, run_globals)
      File "/tmp/.private/root/ansible_ansible.builtin.lineinfile_payload__h6kvu3w/ansible_ansible.builtin.lineinfile_payload.zip/ansible/modules/lineinfile.py", line 638, in <module>
      File "/tmp/.private/root/ansible_ansible.builtin.lineinfile_payload__h6kvu3w/ansible_ansible.builtin.lineinfile_payload.zip/ansible/modules/lineinfile.py", line 628, in main
      File "/tmp/.private/root/ansible_ansible.builtin.lineinfile_payload__h6kvu3w/ansible_ansible.builtin.lineinfile_payload.zip/ansible/modules/lineinfile.py", line 324, in present
      File "/usr/lib64/python3.9/re.py", line 252, in compile
        return _compile(pattern, flags)
      File "/usr/lib64/python3.9/re.py", line 304, in _compile
        p = sre_compile.compile(pattern, flags)
      File "/usr/lib64/python3.9/sre_compile.py", line 764, in compile
        p = sre_parse.parse(p, flags)
      File "/usr/lib64/python3.9/sre_parse.py", line 948, in parse
        p = _parse_sub(source, state, flags & SRE_FLAG_VERBOSE, 0)
      File "/usr/lib64/python3.9/sre_parse.py", line 443, in _parse_sub
        itemsappend(_parse(source, state, verbose, nested + 1,
      File "/usr/lib64/python3.9/sre_parse.py", line 668, in _parse
        raise source.error("nothing to repeat",
    re.error: nothing to repeat at position 0
  msg: |-
    MODULE FAILURE
    See stdout/stderr for the exact error
  rc: 1
2022-12-10 20:49:01,627 p=4876 u=zimnyakovrs n=ansible | failed: [alt10] (item={'name': 'ansi\\@a8ansible', 'key': 'ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABgQCvkhmkG9kSeDFIjxD3mtEwYWlFgV+yvkdlC4cYlQP9vct70OElMsDqVNUtWcwH5rgmKgzCpzQkfx2C5NeW/I5lTHpsH9+ioJ0WSzf1TbePNLnI63F8Pr0L+0Lu8RI2cNVMBQ0r4pQkKzw3x77vs1++MyR+m50RMjgbYqsi5bxlNVWqXH/P1eNTMQKIC4XPMKc+WK4WeTafEHTAKHc6CMDDupG8TW93tT/O6gocSsQyvgnBwCJcuSd/OYI6SKVTARTs89JnBmDqbNph1b9nibZ41y6NysucYtGv91mHujLei9BoZddTxcj6CmyZ6xiMQvlpzo6j0IPw0G4EBn7QeKH3ur7HqvT0utgO938rV4PW9O2PLob7o85HDBMoe533dXbzhgJid0zpwa69KQbMyEcHG2bTMBlWGnUEJm90xlsq6McDaEd2gJjdkxv8ucWyjh/UwZ+WK6WqPt9TKFDRX5TM780ncbj8VWR1DdVkBiBDMrrFTA90wxaLS4mUSjwp1TM= ansi@a8ansible'}) => changed=false 
  ansible_loop_var: item
  item:
    key: ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABgQCvkhmkG9kSeDFIjxD3mtEwYWlFgV+yvkdlC4cYlQP9vct70OElMsDqVNUtWcwH5rgmKgzCpzQkfx2C5NeW/I5lTHpsH9+ioJ0WSzf1TbePNLnI63F8Pr0L+0Lu8RI2cNVMBQ0r4pQkKzw3x77vs1++MyR+m50RMjgbYqsi5bxlNVWqXH/P1eNTMQKIC4XPMKc+WK4WeTafEHTAKHc6CMDDupG8TW93tT/O6gocSsQyvgnBwCJcuSd/OYI6SKVTARTs89JnBmDqbNph1b9nibZ41y6NysucYtGv91mHujLei9BoZddTxcj6CmyZ6xiMQvlpzo6j0IPw0G4EBn7QeKH3ur7HqvT0utgO938rV4PW9O2PLob7o85HDBMoe533dXbzhgJid0zpwa69KQbMyEcHG2bTMBlWGnUEJm90xlsq6McDaEd2gJjdkxv8ucWyjh/UwZ+WK6WqPt9TKFDRX5TM780ncbj8VWR1DdVkBiBDMrrFTA90wxaLS4mUSjwp1TM= ansi@a8ansible
    name: ansi\@a8ansible
  module_stderr: |-
    Shared connection to 192.168.0.86 closed.
  module_stdout: |2-
  
    Traceback (most recent call last):
      File "/home/ansi/.ansible/tmp/ansible-tmp-1670694541.2030666-4969-198368776503257/AnsiballZ_lineinfile.py", line 107, in <module>
        _ansiballz_main()
      File "/home/ansi/.ansible/tmp/ansible-tmp-1670694541.2030666-4969-198368776503257/AnsiballZ_lineinfile.py", line 99, in _ansiballz_main
        invoke_module(zipped_mod, temp_path, ANSIBALLZ_PARAMS)
      File "/home/ansi/.ansible/tmp/ansible-tmp-1670694541.2030666-4969-198368776503257/AnsiballZ_lineinfile.py", line 47, in invoke_module
        runpy.run_module(mod_name='ansible.modules.lineinfile', init_globals=dict(_module_fqn='ansible.modules.lineinfile', _modlib_path=modlib_path),
      File "/usr/lib64/python3.9/runpy.py", line 210, in run_module
        return _run_module_code(code, init_globals, run_name, mod_spec)
      File "/usr/lib64/python3.9/runpy.py", line 97, in _run_module_code
        _run_code(code, mod_globals, init_globals,
      File "/usr/lib64/python3.9/runpy.py", line 87, in _run_code
        exec(code, run_globals)
      File "/tmp/.private/root/ansible_ansible.builtin.lineinfile_payload__jqe0gka/ansible_ansible.builtin.lineinfile_payload.zip/ansible/modules/lineinfile.py", line 638, in <module>
      File "/tmp/.private/root/ansible_ansible.builtin.lineinfile_payload__jqe0gka/ansible_ansible.builtin.lineinfile_payload.zip/ansible/modules/lineinfile.py", line 628, in main
      File "/tmp/.private/root/ansible_ansible.builtin.lineinfile_payload__jqe0gka/ansible_ansible.builtin.lineinfile_payload.zip/ansible/modules/lineinfile.py", line 324, in present
      File "/usr/lib64/python3.9/re.py", line 252, in compile
        return _compile(pattern, flags)
      File "/usr/lib64/python3.9/re.py", line 304, in _compile
        p = sre_compile.compile(pattern, flags)
      File "/usr/lib64/python3.9/sre_compile.py", line 764, in compile
        p = sre_parse.parse(p, flags)
      File "/usr/lib64/python3.9/sre_parse.py", line 948, in parse
        p = _parse_sub(source, state, flags & SRE_FLAG_VERBOSE, 0)
      File "/usr/lib64/python3.9/sre_parse.py", line 443, in _parse_sub
        itemsappend(_parse(source, state, verbose, nested + 1,
      File "/usr/lib64/python3.9/sre_parse.py", line 668, in _parse
        raise source.error("nothing to repeat",
    re.error: nothing to repeat at position 0
  msg: |-
    MODULE FAILURE
    See stdout/stderr for the exact error
  rc: 1
2022-12-10 20:49:01,630 p=4876 u=zimnyakovrs n=ansible | PLAY RECAP *****************************************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:49:01,630 p=4876 u=zimnyakovrs n=ansible | alt10                      : ok=6    changed=2    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2022-12-10 20:59:09,578 p=5056 u=zimnyakovrs n=ansible | PLAY [Set timedatactl as Moscow] *******************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:59:09,591 p=5056 u=zimnyakovrs n=ansible | TASK [Gathering Facts] *****************************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:59:11,686 p=5056 u=zimnyakovrs n=ansible | ok: [alt10]
2022-12-10 20:59:11,700 p=5056 u=zimnyakovrs n=ansible | TASK [Ensure keys are present] *********************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:59:12,347 p=5056 u=zimnyakovrs n=ansible | ok: [alt10] => (item={'name': 'rsa-key-20220922', 'key': 'ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDQeqVpOBQDP81RTPa/QK+FcWcPK6QLoeGKmDM/4D1GflHMVyJpIBrZK9VbImwDwKW19L8eAhRzhKr5ZNawanLbVQeCwXp8wNZXd3wL6o72jj7kKcoLrGGhw8oBETl03w2GkQ7hfUOQZBVJgYnx1hTDfQnWaeDfViWX2wJ2RLaq6QPu1xgElyntJ5kNCjcHyg2zzsrhvAWE2l1r7cjp9PedQUR8os3/91FFE80ABRfJ7D7M2FLZcmd6qyZfybiezwilAEjSsGlu5SCP+y9QHvYET9DVyGZQVY0MA9EEizGF0yFPsb/reJr1u+JAUBmE3rUmHm4Mzvem5tCyq+B+W/I1 rsa-key-20220922'})
2022-12-10 20:59:12,783 p=5056 u=zimnyakovrs n=ansible | changed: [alt10] => (item={'name': 'ansi\\@a8ansible', 'key': 'ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABgQCvkhmkG9kSeDFIjxD3mtEwYWlFgV+yvkdlC4cYlQP9vct70OElMsDqVNUtWcwH5rgmKgzCpzQkfx2C5NeW/I5lTHpsH9+ioJ0WSzf1TbePNLnI63F8Pr0L+0Lu8RI2cNVMBQ0r4pQkKzw3x77vs1++MyR+m50RMjgbYqsi5bxlNVWqXH/P1eNTMQKIC4XPMKc+WK4WeTafEHTAKHc6CMDDupG8TW93tT/O6gocSsQyvgnBwCJcuSd/OYI6SKVTARTs89JnBmDqbNph1b9nibZ41y6NysucYtGv91mHujLei9BoZddTxcj6CmyZ6xiMQvlpzo6j0IPw0G4EBn7QeKH3ur7HqvT0utgO938rV4PW9O2PLob7o85HDBMoe533dXbzhgJid0zpwa69KQbMyEcHG2bTMBlWGnUEJm90xlsq6McDaEd2gJjdkxv8ucWyjh/UwZ+WK6WqPt9TKFDRX5TM780ncbj8VWR1DdVkBiBDMrrFTA90wxaLS4mUSjwp1TM= ansi@a8ansible'})
2022-12-10 20:59:12,810 p=5056 u=zimnyakovrs n=ansible | PLAY RECAP *****************************************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:59:12,810 p=5056 u=zimnyakovrs n=ansible | alt10                      : ok=2    changed=1    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2022-12-10 20:59:38,074 p=5136 u=zimnyakovrs n=ansible | PLAY [Set timedatactl as Moscow] *******************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:59:38,087 p=5136 u=zimnyakovrs n=ansible | TASK [Gathering Facts] *****************************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:59:39,763 p=5136 u=zimnyakovrs n=ansible | ok: [alt10]
2022-12-10 20:59:39,788 p=5136 u=zimnyakovrs n=ansible | TASK [show date] ***********************************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:59:40,370 p=5136 u=zimnyakovrs n=ansible | changed: [alt10]
2022-12-10 20:59:40,385 p=5136 u=zimnyakovrs n=ansible | TASK [Add the user zimnyakovrs with a primary group of 'wheel'] ************************************************************************************************************************************************************************************************************************
2022-12-10 20:59:41,055 p=5136 u=zimnyakovrs n=ansible | ok: [alt10]
2022-12-10 20:59:41,068 p=5136 u=zimnyakovrs n=ansible | TASK [debug] ***************************************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:59:41,094 p=5136 u=zimnyakovrs n=ansible | ok: [alt10] => 
  authorized_keys_list:
  - key: ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDQeqVpOBQDP81RTPa/QK+FcWcPK6QLoeGKmDM/4D1GflHMVyJpIBrZK9VbImwDwKW19L8eAhRzhKr5ZNawanLbVQeCwXp8wNZXd3wL6o72jj7kKcoLrGGhw8oBETl03w2GkQ7hfUOQZBVJgYnx1hTDfQnWaeDfViWX2wJ2RLaq6QPu1xgElyntJ5kNCjcHyg2zzsrhvAWE2l1r7cjp9PedQUR8os3/91FFE80ABRfJ7D7M2FLZcmd6qyZfybiezwilAEjSsGlu5SCP+y9QHvYET9DVyGZQVY0MA9EEizGF0yFPsb/reJr1u+JAUBmE3rUmHm4Mzvem5tCyq+B+W/I1 rsa-key-20220922
    name: rsa-key-20220922
  - key: ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABgQCvkhmkG9kSeDFIjxD3mtEwYWlFgV+yvkdlC4cYlQP9vct70OElMsDqVNUtWcwH5rgmKgzCpzQkfx2C5NeW/I5lTHpsH9+ioJ0WSzf1TbePNLnI63F8Pr0L+0Lu8RI2cNVMBQ0r4pQkKzw3x77vs1++MyR+m50RMjgbYqsi5bxlNVWqXH/P1eNTMQKIC4XPMKc+WK4WeTafEHTAKHc6CMDDupG8TW93tT/O6gocSsQyvgnBwCJcuSd/OYI6SKVTARTs89JnBmDqbNph1b9nibZ41y6NysucYtGv91mHujLei9BoZddTxcj6CmyZ6xiMQvlpzo6j0IPw0G4EBn7QeKH3ur7HqvT0utgO938rV4PW9O2PLob7o85HDBMoe533dXbzhgJid0zpwa69KQbMyEcHG2bTMBlWGnUEJm90xlsq6McDaEd2gJjdkxv8ucWyjh/UwZ+WK6WqPt9TKFDRX5TM780ncbj8VWR1DdVkBiBDMrrFTA90wxaLS4mUSjwp1TM= ansi@a8ansible
    name: ansi\@a8ansible
2022-12-10 20:59:41,107 p=5136 u=zimnyakovrs n=ansible | TASK [Create a directory .ssh if it does not exist] ************************************************************************************************************************************************************************************************************************************
2022-12-10 20:59:41,694 p=5136 u=zimnyakovrs n=ansible | ok: [alt10]
2022-12-10 20:59:41,707 p=5136 u=zimnyakovrs n=ansible | TASK [Create authorized_keys] **********************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:59:42,183 p=5136 u=zimnyakovrs n=ansible | changed: [alt10]
2022-12-10 20:59:42,197 p=5136 u=zimnyakovrs n=ansible | TASK [Ensure keys are present] *********************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:59:42,787 p=5136 u=zimnyakovrs n=ansible | ok: [alt10] => (item={'name': 'rsa-key-20220922', 'key': 'ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDQeqVpOBQDP81RTPa/QK+FcWcPK6QLoeGKmDM/4D1GflHMVyJpIBrZK9VbImwDwKW19L8eAhRzhKr5ZNawanLbVQeCwXp8wNZXd3wL6o72jj7kKcoLrGGhw8oBETl03w2GkQ7hfUOQZBVJgYnx1hTDfQnWaeDfViWX2wJ2RLaq6QPu1xgElyntJ5kNCjcHyg2zzsrhvAWE2l1r7cjp9PedQUR8os3/91FFE80ABRfJ7D7M2FLZcmd6qyZfybiezwilAEjSsGlu5SCP+y9QHvYET9DVyGZQVY0MA9EEizGF0yFPsb/reJr1u+JAUBmE3rUmHm4Mzvem5tCyq+B+W/I1 rsa-key-20220922'})
2022-12-10 20:59:43,232 p=5136 u=zimnyakovrs n=ansible | ok: [alt10] => (item={'name': 'ansi\\@a8ansible', 'key': 'ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABgQCvkhmkG9kSeDFIjxD3mtEwYWlFgV+yvkdlC4cYlQP9vct70OElMsDqVNUtWcwH5rgmKgzCpzQkfx2C5NeW/I5lTHpsH9+ioJ0WSzf1TbePNLnI63F8Pr0L+0Lu8RI2cNVMBQ0r4pQkKzw3x77vs1++MyR+m50RMjgbYqsi5bxlNVWqXH/P1eNTMQKIC4XPMKc+WK4WeTafEHTAKHc6CMDDupG8TW93tT/O6gocSsQyvgnBwCJcuSd/OYI6SKVTARTs89JnBmDqbNph1b9nibZ41y6NysucYtGv91mHujLei9BoZddTxcj6CmyZ6xiMQvlpzo6j0IPw0G4EBn7QeKH3ur7HqvT0utgO938rV4PW9O2PLob7o85HDBMoe533dXbzhgJid0zpwa69KQbMyEcHG2bTMBlWGnUEJm90xlsq6McDaEd2gJjdkxv8ucWyjh/UwZ+WK6WqPt9TKFDRX5TM780ncbj8VWR1DdVkBiBDMrrFTA90wxaLS4mUSjwp1TM= ansi@a8ansible'})
2022-12-10 20:59:43,257 p=5136 u=zimnyakovrs n=ansible | PLAY RECAP *****************************************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:59:43,258 p=5136 u=zimnyakovrs n=ansible | alt10                      : ok=7    changed=2    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2022-12-10 21:02:03,095 p=5257 u=zimnyakovrs n=ansible | PLAY [Set timedatactl as Moscow] *******************************************************************************************************************************************************************************************************************************************************
2022-12-10 21:02:03,108 p=5257 u=zimnyakovrs n=ansible | TASK [Gathering Facts] *****************************************************************************************************************************************************************************************************************************************************************
